"Month","Category Group/Category","Category Group","Category","Assigned","Activity","Available"
"Nov 2022","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work",0.00$,-54.18$,-31.61$
"Nov 2022","Tax Deductible: Medical","Tax Deductible","Medical",350.00$,-541.25$,34.09$
"Nov 2022","Tax Deductible: God's Money","Tax Deductible","God's Money",450.00$,-266.00$,628.81$
"Nov 2022","Savings: RESP","Savings","RESP",0.00$,0.00$,0.00$
"Nov 2022","Savings: Retirement","Savings","Retirement",0.00$,0.00$,0.00$
"Nov 2022","Savings: Emergency Fund","Savings","Emergency Fund",500.00$,0.00$,4869.82$
"Nov 2022","Savings: House","Savings","House",3288.84$,0.00$,61630.25$
"Nov 2022","Savings: Investment Gain/Loss","Savings","Investment Gain/Loss",0.00$,6746.53$,7455.78$
"Nov 2022","Savings: Savings Expenses","Savings","Savings Expenses",0.00$,0.00$,0.00$
"Nov 2022","Hidden Categories: Rent","Hidden Categories","Rent",1630.00$,-1633.92$,64.16$
"Nov 2022","Hidden Categories: Hydro","Hidden Categories","Hydro",80.00$,-83.57$,0.30$
"Nov 2022","Hidden Categories: Moving & Home Setup","Hidden Categories","Moving & Home Setup",0.00$,0.00$,0.00$
"Nov 2022","Hidden Categories: Alcohol","Hidden Categories","Alcohol",25.00$,0.00$,25.00$
"Nov 2022","Hidden Categories: Vivian COGS","Hidden Categories","Vivian COGS",0.00$,0.00$,0.00$
"Nov 2022","Hidden Categories: Income Tax and HST","Hidden Categories","Income Tax and HST",0.00$,0.00$,400.00$
"Nov 2022","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund",430.00$,-221.79$,616.03$
"Nov 2022","Hidden Categories: Publishing","Hidden Categories","Publishing",0.00$,0.00$,6015.00$
"Nov 2022","Hidden Categories: Tuition","Hidden Categories","Tuition",0.00$,0.00$,813.38$
"Dec 2022","Credit Card Payments: Credit Card (TG)","Credit Card Payments","Credit Card (TG)",0.00$,-1512.97$,1679.20$
"Dec 2022","Credit Card Payments: Reconcile account","Credit Card Payments","Reconcile account",0.00$,0.00$,0.00$
"Dec 2022","Credit Card Payments: BBC Visa","Credit Card Payments","BBC Visa",0.00$,-385.95$,518.04$
"Dec 2022","Credit Card Payments: TD Travel Visa","Credit Card Payments","TD Travel Visa",0.00$,0.00$,0.00$
"Dec 2022","Credit Card Payments: Viv's Credit Card (TG)","Credit Card Payments","Viv's Credit Card (TG)",0.00$,0.00$,0.00$
"Dec 2022","Credit Card Payments: WS Credit Card","Credit Card Payments","WS Credit Card",0.00$,0.00$,0.00$
"Dec 2022","Monthly: Amroth House","Monthly","Amroth House",0.00$,0.00$,0.00$
"Dec 2022","Monthly: Internet","Monthly","Internet",56.00$,-56.44$,1.09$
"Dec 2022","Monthly: Cellphone","Monthly","Cellphone",107.00$,-107.35$,-0.35$
"Dec 2022","Monthly: Groceries","Monthly","Groceries",550.00$,-645.07$,-55.88$
"Dec 2022","Monthly: Daycare","Monthly","Daycare",0.00$,0.00$,0.00$
"Dec 2022","Monthly: Life Insurance","Monthly","Life Insurance",0.00$,0.00$,0.00$
"Dec 2022","Cumulative: Fees","Cumulative","Fees",0.00$,0.00$,66.99$
"Dec 2022","Cumulative: Progeny","Cumulative","Progeny",0.00$,0.00$,0.00$
"Dec 2022","Cumulative: Books & Education","Cumulative","Books & Education",0.00$,0.00$,0.00$
"Dec 2022","Cumulative: Miscellaneous","Cumulative","Miscellaneous",20.00$,0.00$,20.00$
"Dec 2022","Cumulative: Car","Cumulative","Car",450.00$,-378.91$,1155.24$
"Dec 2022","Cumulative: Health & Pharmacy","Cumulative","Health & Pharmacy",0.00$,0.00$,0.00$
"Dec 2022","Cumulative: Clothes","Cumulative","Clothes",0.00$,-224.87$,106.19$
"Dec 2022","Cumulative: Eating Out","Cumulative","Eating Out",0.00$,-64.81$,78.90$
"Dec 2022","Cumulative: Fun, Dates & Hobbies","Cumulative","Fun, Dates & Hobbies",0.00$,-50.64$,113.55$
"Dec 2022","Cumulative: Gifts","Cumulative","Gifts",125.00$,-189.52$,334.92$
"Dec 2022","Cumulative: Exercise","Cumulative","Exercise",125.00$,-43.20$,310.40$
"Dec 2022","Cumulative: Home Improvement","Cumulative","Home Improvement",50.00$,-39.69$,124.29$
"Dec 2022","Cumulative: Public Transportation","Cumulative","Public Transportation",50.00$,-50.00$,0.00$
"Dec 2022","Cumulative: Bike","Cumulative","Bike",20.00$,0.00$,119.47$
"Dec 2022","Cumulative: Special Splurge","Cumulative","Special Splurge",0.00$,0.00$,0.00$
"Dec 2022","Cumulative: Tim's Choice","Cumulative","Tim's Choice",75.00$,-137.70$,274.52$
"Dec 2022","Cumulative: Vivian's Choice","Cumulative","Vivian's Choice",75.00$,-2.44$,222.60$
"Dec 2022","Cumulative: Weddings","Cumulative","Weddings",0.00$,0.00$,27.89$
"Dec 2022","Cumulative: Travel","Cumulative","Travel",150.00$,0.00$,292.64$
"Dec 2022","Tax Deductible: Koala Budget","Tax Deductible","Koala Budget",0.00$,0.00$,0.00$
"Dec 2022","Tax Deductible: Timmy's Work","Tax Deductible","Timmy's Work",200.00$,-716.95$,-111.65$
"Dec 2022","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work",0.00$,250.29$,250.29$
"Dec 2022","Tax Deductible: Medical","Tax Deductible","Medical",50.00$,347.00$,431.09$
"Dec 2022","Tax Deductible: God's Money","Tax Deductible","God's Money",510.00$,-1142.00$,-3.19$
"Dec 2022","Savings: RESP","Savings","RESP",0.00$,0.00$,0.00$
"Dec 2022","Savings: Retirement","Savings","Retirement",0.00$,0.00$,0.00$
"Dec 2022","Savings: Emergency Fund","Savings","Emergency Fund",5130.18$,0.00$,10000.00$
"Dec 2022","Savings: House","Savings","House",4761.70$,0.00$,66391.95$
"Dec 2022","Savings: Investment Gain/Loss","Savings","Investment Gain/Loss",-7455.78$,-801.54$,-801.54$
"Dec 2022","Savings: Savings Expenses","Savings","Savings Expenses",0.00$,0.00$,0.00$
"Dec 2022","Hidden Categories: Rent","Hidden Categories","Rent",1630.00$,-1633.92$,60.24$
"Dec 2022","Hidden Categories: Hydro","Hidden Categories","Hydro",80.00$,-80.55$,-0.25$
"Dec 2022","Hidden Categories: Moving & Home Setup","Hidden Categories","Moving & Home Setup",0.00$,0.00$,0.00$
"Dec 2022","Hidden Categories: Alcohol","Hidden Categories","Alcohol",25.00$,-44.96$,5.04$
"Dec 2022","Hidden Categories: Vivian COGS","Hidden Categories","Vivian COGS",0.00$,0.00$,0.00$
"Dec 2022","Hidden Categories: Income Tax and HST","Hidden Categories","Income Tax and HST",0.00$,0.00$,400.00$
"Dec 2022","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund",0.00$,0.00$,616.03$
"Dec 2022","Hidden Categories: Publishing","Hidden Categories","Publishing",1000.00$,-150.00$,6865.00$
"Dec 2022","Hidden Categories: Tuition","Hidden Categories","Tuition",-813.38$,0.00$,0.00$
"Jan 2023","Credit Card Payments: Credit Card (TG)","Credit Card Payments","Credit Card (TG)",0.00$,-1608.48$,70.72$
"Jan 2023","Credit Card Payments: Reconcile account","Credit Card Payments","Reconcile account",0.00$,0.00$,0.00$
"Jan 2023","Credit Card Payments: BBC Visa","Credit Card Payments","BBC Visa",0.00$,-782.96$,-264.92$
"Jan 2023","Credit Card Payments: TD Travel Visa","Credit Card Payments","TD Travel Visa",0.00$,0.00$,0.00$
"Jan 2023","Credit Card Payments: Viv's Credit Card (TG)","Credit Card Payments","Viv's Credit Card (TG)",0.00$,0.00$,0.00$
"Jan 2023","Credit Card Payments: WS Credit Card","Credit Card Payments","WS Credit Card",0.00$,0.00$,0.00$
"Jan 2023","Monthly: Amroth House","Monthly","Amroth House",0.00$,0.00$,0.00$
"Jan 2023","Monthly: Internet","Monthly","Internet",56.00$,-62.15$,-5.06$
"Jan 2023","Monthly: Cellphone","Monthly","Cellphone",107.00$,-101.71$,5.29$
"Jan 2023","Monthly: Groceries","Monthly","Groceries",450.00$,-338.61$,111.39$
"Jan 2023","Monthly: Daycare","Monthly","Daycare",0.00$,0.00$,0.00$
"Jan 2023","Monthly: Life Insurance","Monthly","Life Insurance",0.00$,0.00$,0.00$
"Jan 2023","Cumulative: Fees","Cumulative","Fees",0.00$,-53.51$,13.48$
"Jan 2023","Cumulative: Progeny","Cumulative","Progeny",0.00$,0.00$,0.00$
"Jan 2023","Cumulative: Books & Education","Cumulative","Books & Education",40.00$,-39.79$,0.21$
"Jan 2023","Cumulative: Miscellaneous","Cumulative","Miscellaneous",0.00$,0.00$,20.00$
"Jan 2023","Cumulative: Car","Cumulative","Car",300.00$,-229.38$,1225.86$
"Jan 2023","Cumulative: Health & Pharmacy","Cumulative","Health & Pharmacy",0.00$,0.00$,0.00$
"Jan 2023","Cumulative: Clothes","Cumulative","Clothes",-85.00$,0.00$,21.19$
"Jan 2023","Cumulative: Eating Out","Cumulative","Eating Out",0.00$,-20.00$,58.90$
"Jan 2023","Cumulative: Fun, Dates & Hobbies","Cumulative","Fun, Dates & Hobbies",70.00$,-181.79$,1.76$
"Jan 2023","Cumulative: Gifts","Cumulative","Gifts",0.00$,25.19$,360.11$
"Jan 2023","Cumulative: Exercise","Cumulative","Exercise",175.00$,-381.51$,103.89$
"Jan 2023","Cumulative: Home Improvement","Cumulative","Home Improvement",0.00$,17.54$,141.83$
"Jan 2023","Cumulative: Public Transportation","Cumulative","Public Transportation",50.00$,0.00$,50.00$
"Jan 2023","Cumulative: Bike","Cumulative","Bike",20.00$,-50.84$,88.63$
"Jan 2023","Cumulative: Special Splurge","Cumulative","Special Splurge",0.00$,0.00$,0.00$
"Jan 2023","Cumulative: Tim's Choice","Cumulative","Tim's Choice",75.00$,0.00$,349.52$
"Jan 2023","Cumulative: Vivian's Choice","Cumulative","Vivian's Choice",160.00$,-196.08$,186.52$
"Jan 2023","Cumulative: Weddings","Cumulative","Weddings",50.00$,0.00$,77.89$
"Jan 2023","Cumulative: Travel","Cumulative","Travel",100.00$,-196.09$,196.55$
"Jan 2023","Tax Deductible: Koala Budget","Tax Deductible","Koala Budget",0.00$,0.00$,0.00$
"Jan 2023","Tax Deductible: Timmy's Work","Tax Deductible","Timmy's Work",0.00$,-373.94$,-373.94$
"Jan 2023","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work",0.00$,-107.49$,142.80$
"Jan 2023","Tax Deductible: Medical","Tax Deductible","Medical",200.00$,-349.04$,282.05$
"Jan 2023","Tax Deductible: God's Money","Tax Deductible","God's Money",570.00$,-426.00$,144.00$
"Jan 2023","Savings: RESP","Savings","RESP",0.00$,0.00$,0.00$
"Jan 2023","Savings: Retirement","Savings","Retirement",0.00$,0.00$,0.00$
"Jan 2023","Savings: Emergency Fund","Savings","Emergency Fund",0.00$,0.00$,10000.00$
"Jan 2023","Savings: House","Savings","House",0.00$,0.00$,66391.95$
"Jan 2023","Savings: Investment Gain/Loss","Savings","Investment Gain/Loss",0.00$,3667.35$,3667.35$
"Jan 2023","Savings: Savings Expenses","Savings","Savings Expenses",0.00$,0.00$,0.00$
"Jan 2023","Hidden Categories: Rent","Hidden Categories","Rent",1630.00$,-1633.92$,56.32$
"Jan 2023","Hidden Categories: Hydro","Hidden Categories","Hydro",80.00$,-80.76$,-0.76$
"Jan 2023","Hidden Categories: Moving & Home Setup","Hidden Categories","Moving & Home Setup",0.00$,0.00$,0.00$
"Jan 2023","Hidden Categories: Alcohol","Hidden Categories","Alcohol",0.00$,0.00$,5.04$
"Jan 2023","Hidden Categories: Vivian COGS","Hidden Categories","Vivian COGS",0.00$,0.00$,0.00$
"Jan 2023","Hidden Categories: Income Tax and HST","Hidden Categories","Income Tax and HST",0.00$,0.00$,400.00$
"Jan 2023","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund",0.00$,0.00$,616.03$
"Jan 2023","Hidden Categories: Publishing","Hidden Categories","Publishing",0.00$,0.00$,6865.00$
"Jan 2023","Hidden Categories: Tuition","Hidden Categories","Tuition",0.00$,0.00$,0.00$
"Feb 2023","Credit Card Payments: Credit Card (TG)","Credit Card Payments","Credit Card (TG)",0.00$,254.81$,325.53$
"Feb 2023","Credit Card Payments: Reconcile account","Credit Card Payments","Reconcile account",0.00$,0.00$,0.00$
"Feb 2023","Credit Card Payments: BBC Visa","Credit Card Payments","BBC Visa",0.00$,118.92$,118.92$
"Feb 2023","Credit Card Payments: TD Travel Visa","Credit Card Payments","TD Travel Visa",0.00$,0.00$,0.00$
"Feb 2023","Credit Card Payments: Viv's Credit Card (TG)","Credit Card Payments","Viv's Credit Card (TG)",0.00$,0.00$,0.00$
"Feb 2023","Credit Card Payments: WS Credit Card","Credit Card Payments","WS Credit Card",0.00$,0.00$,0.00$
"Feb 2023","Monthly: Amroth House","Monthly","Amroth House",0.00$,0.00$,0.00$
"Feb 2023","Monthly: Internet","Monthly","Internet",56.00$,-45.20$,10.80$
"Feb 2023","Monthly: Cellphone","Monthly","Cellphone",107.00$,-101.71$,10.58$
"Feb 2023","Monthly: Groceries","Monthly","Groceries",1051.35$,-1162.74$,0.00$
"Feb 2023","Monthly: Daycare","Monthly","Daycare",0.00$,0.00$,0.00$
"Feb 2023","Monthly: Life Insurance","Monthly","Life Insurance",0.00$,0.00$,0.00$
"Feb 2023","Cumulative: Fees","Cumulative","Fees",0.00$,-19.19$,-5.71$
"Feb 2023","Cumulative: Progeny","Cumulative","Progeny",0.00$,0.00$,0.00$
"Feb 2023","Cumulative: Books & Education","Cumulative","Books & Education",40.00$,0.00$,40.21$
"Feb 2023","Cumulative: Miscellaneous","Cumulative","Miscellaneous",0.00$,0.00$,20.00$
"Feb 2023","Cumulative: Car","Cumulative","Car",300.00$,-185.28$,1340.58$
"Feb 2023","Cumulative: Health & Pharmacy","Cumulative","Health & Pharmacy",0.00$,0.00$,0.00$
"Feb 2023","Cumulative: Clothes","Cumulative","Clothes",0.00$,-12.18$,9.01$
"Feb 2023","Cumulative: Eating Out","Cumulative","Eating Out",33.96$,-92.86$,0.00$
"Feb 2023","Cumulative: Fun, Dates & Hobbies","Cumulative","Fun, Dates & Hobbies",85.69$,-87.45$,0.00$
"Feb 2023","Cumulative: Gifts","Cumulative","Gifts",0.00$,0.00$,360.11$
"Feb 2023","Cumulative: Exercise","Cumulative","Exercise",100.00$,0.00$,203.89$
"Feb 2023","Cumulative: Home Improvement","Cumulative","Home Improvement",0.00$,-33.86$,107.97$
"Feb 2023","Cumulative: Public Transportation","Cumulative","Public Transportation",100.00$,-150.00$,0.00$
"Feb 2023","Cumulative: Bike","Cumulative","Bike",20.00$,0.00$,108.63$
"Feb 2023","Cumulative: Special Splurge","Cumulative","Special Splurge",0.00$,0.00$,0.00$
"Feb 2023","Cumulative: Tim's Choice","Cumulative","Tim's Choice",75.00$,0.00$,424.52$
"Feb 2023","Cumulative: Vivian's Choice","Cumulative","Vivian's Choice",75.00$,0.00$,261.52$
"Feb 2023","Cumulative: Weddings","Cumulative","Weddings",50.00$,0.00$,127.89$
"Feb 2023","Cumulative: Travel","Cumulative","Travel",100.00$,-149.14$,147.41$
"Feb 2023","Tax Deductible: Koala Budget","Tax Deductible","Koala Budget",0.00$,0.00$,0.00$
"Feb 2023","Tax Deductible: Timmy's Work","Tax Deductible","Timmy's Work",638.42$,-638.42$,0.00$
"Feb 2023","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work",516.09$,-658.89$,0.00$
"Feb 2023","Tax Deductible: Medical","Tax Deductible","Medical",203.70$,-485.75$,0.00$
"Feb 2023","Tax Deductible: God's Money","Tax Deductible","God's Money",400.00$,-226.00$,318.00$
"Feb 2023","Savings: RESP","Savings","RESP",0.00$,0.00$,0.00$
"Feb 2023","Savings: Retirement","Savings","Retirement",0.00$,0.00$,0.00$
"Feb 2023","Savings: Emergency Fund","Savings","Emergency Fund",-605.00$,0.00$,9395.00$
"Feb 2023","Savings: House","Savings","House",0.00$,0.00$,66391.95$
"Feb 2023","Savings: Investment Gain/Loss","Savings","Investment Gain/Loss",-2660.69$,-1006.66$,0.00$
"Feb 2023","Savings: Savings Expenses","Savings","Savings Expenses",0.00$,0.00$,0.00$
"Feb 2023","Hidden Categories: Rent","Hidden Categories","Rent",1630.00$,-1633.92$,52.40$
"Feb 2023","Hidden Categories: Hydro","Hidden Categories","Hydro",86.80$,-86.80$,0.00$
"Feb 2023","Hidden Categories: Moving & Home Setup","Hidden Categories","Moving & Home Setup",0.00$,0.00$,0.00$
"Feb 2023","Hidden Categories: Alcohol","Hidden Categories","Alcohol",0.00$,0.00$,5.04$
"Feb 2023","Hidden Categories: Vivian COGS","Hidden Categories","Vivian COGS",0.00$,0.00$,0.00$
"Feb 2023","Hidden Categories: Income Tax and HST","Hidden Categories","Income Tax and HST",0.00$,0.00$,400.00$
"Feb 2023","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund",0.00$,0.00$,616.03$
"Feb 2023","Hidden Categories: Publishing","Hidden Categories","Publishing",0.00$,-245.69$,6619.31$
"Feb 2023","Hidden Categories: Tuition","Hidden Categories","Tuition",0.00$,0.00$,0.00$
"Mar 2023","Credit Card Payments: Credit Card (TG)","Credit Card Payments","Credit Card (TG)",0.00$,-1272.68$,-947.15$
"Mar 2023","Credit Card Payments: Reconcile account","Credit Card Payments","Reconcile account",0.00$,0.00$,0.00$
"Mar 2023","Credit Card Payments: BBC Visa","Credit Card Payments","BBC Visa",0.00$,472.75$,591.67$
"Mar 2023","Credit Card Payments: TD Travel Visa","Credit Card Payments","TD Travel Visa",0.00$,0.00$,0.00$
"Mar 2023","Credit Card Payments: Viv's Credit Card (TG)","Credit Card Payments","Viv's Credit Card (TG)",0.00$,0.00$,0.00$
"Mar 2023","Credit Card Payments: WS Credit Card","Credit Card Payments","WS Credit Card",0.00$,0.00$,0.00$
"Mar 2023","Monthly: Amroth House","Monthly","Amroth House",0.00$,0.00$,0.00$
"Mar 2023","Monthly: Internet","Monthly","Internet",55.00$,-62.15$,3.65$
"Mar 2023","Monthly: Cellphone","Monthly","Cellphone",107.00$,-101.71$,15.87$
"Mar 2023","Monthly: Groceries","Monthly","Groceries",550.00$,-445.28$,104.72$
"Mar 2023","Monthly: Daycare","Monthly","Daycare",0.00$,0.00$,0.00$
"Mar 2023","Monthly: Life Insurance","Monthly","Life Insurance",0.00$,0.00$,0.00$
"Mar 2023","Cumulative: Fees","Cumulative","Fees",10.00$,20.58$,30.58$
"Mar 2023","Cumulative: Progeny","Cumulative","Progeny",0.00$,0.00$,0.00$
"Mar 2023","Cumulative: Books & Education","Cumulative","Books & Education",195.00$,-235.00$,0.21$
"Mar 2023","Cumulative: Miscellaneous","Cumulative","Miscellaneous",0.00$,0.00$,20.00$
"Mar 2023","Cumulative: Car","Cumulative","Car",300.00$,-1356.51$,284.07$
"Mar 2023","Cumulative: Health & Pharmacy","Cumulative","Health & Pharmacy",0.00$,0.00$,0.00$
"Mar 2023","Cumulative: Clothes","Cumulative","Clothes",450.00$,-426.28$,32.73$
"Mar 2023","Cumulative: Eating Out","Cumulative","Eating Out",60.00$,-37.47$,22.53$
"Mar 2023","Cumulative: Fun, Dates & Hobbies","Cumulative","Fun, Dates & Hobbies",80.00$,-62.82$,17.18$
"Mar 2023","Cumulative: Gifts","Cumulative","Gifts",150.00$,0.00$,510.11$
"Mar 2023","Cumulative: Exercise","Cumulative","Exercise",100.00$,-191.81$,112.08$
"Mar 2023","Cumulative: Home Improvement","Cumulative","Home Improvement",0.00$,-42.94$,65.03$
"Mar 2023","Cumulative: Public Transportation","Cumulative","Public Transportation",100.00$,-50.00$,50.00$
"Mar 2023","Cumulative: Bike","Cumulative","Bike",20.00$,0.00$,128.63$
"Mar 2023","Cumulative: Special Splurge","Cumulative","Special Splurge",0.00$,0.00$,0.00$
"Mar 2023","Cumulative: Tim's Choice","Cumulative","Tim's Choice",95.00$,0.00$,519.52$
"Mar 2023","Cumulative: Vivian's Choice","Cumulative","Vivian's Choice",95.00$,-94.61$,261.91$
"Mar 2023","Cumulative: Weddings","Cumulative","Weddings",50.00$,0.00$,177.89$
"Mar 2023","Cumulative: Travel","Cumulative","Travel",4800.00$,-374.45$,4572.96$
"Mar 2023","Tax Deductible: Koala Budget","Tax Deductible","Koala Budget",0.00$,0.00$,0.00$
"Mar 2023","Tax Deductible: Timmy's Work","Tax Deductible","Timmy's Work",2160.00$,-2157.64$,2.36$
"Mar 2023","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work",-491.84$,491.84$,0.00$
"Mar 2023","Tax Deductible: Medical","Tax Deductible","Medical",300.00$,-128.64$,171.36$
"Mar 2023","Tax Deductible: God's Money","Tax Deductible","God's Money",450.00$,-426.00$,342.00$
"Mar 2023","Savings: RESP","Savings","RESP",0.00$,0.00$,0.00$
"Mar 2023","Savings: Retirement","Savings","Retirement",0.00$,0.00$,0.00$
"Mar 2023","Savings: Emergency Fund","Savings","Emergency Fund",0.00$,0.00$,9395.00$
"Mar 2023","Savings: House","Savings","House",-3756.99$,0.00$,62634.96$
"Mar 2023","Savings: Investment Gain/Loss","Savings","Investment Gain/Loss",-446.13$,446.13$,0.00$
"Mar 2023","Savings: Savings Expenses","Savings","Savings Expenses",0.00$,0.00$,0.00$
"Mar 2023","Hidden Categories: Rent","Hidden Categories","Rent",1586.00$,-1633.92$,4.48$
"Mar 2023","Hidden Categories: Hydro","Hidden Categories","Hydro",145.00$,-142.72$,2.28$
"Mar 2023","Hidden Categories: Moving & Home Setup","Hidden Categories","Moving & Home Setup",0.00$,0.00$,0.00$
"Mar 2023","Hidden Categories: Alcohol","Hidden Categories","Alcohol",25.00$,-11.28$,18.76$
"Mar 2023","Hidden Categories: Vivian COGS","Hidden Categories","Vivian COGS",0.00$,0.00$,0.00$
"Mar 2023","Hidden Categories: Income Tax and HST","Hidden Categories","Income Tax and HST",2000.00$,-1000.00$,1400.00$
"Mar 2023","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund",0.00$,0.00$,616.03$
"Mar 2023","Hidden Categories: Publishing","Hidden Categories","Publishing",0.00$,-100.00$,6519.31$
"Mar 2023","Hidden Categories: Tuition","Hidden Categories","Tuition",0.00$,0.00$,0.00$
"Apr 2023","Credit Card Payments: Credit Card (TG)","Credit Card Payments","Credit Card (TG)",0.00$,1296.66$,1296.66$
"Apr 2023","Credit Card Payments: Reconcile account","Credit Card Payments","Reconcile account",0.00$,0.00$,0.00$
"Apr 2023","Credit Card Payments: BBC Visa","Credit Card Payments","BBC Visa",0.00$,1225.46$,1817.13$
"Apr 2023","Credit Card Payments: TD Travel Visa","Credit Card Payments","TD Travel Visa",0.00$,0.00$,0.00$
"Apr 2023","Credit Card Payments: Viv's Credit Card (TG)","Credit Card Payments","Viv's Credit Card (TG)",0.00$,0.00$,0.00$
"Apr 2023","Credit Card Payments: WS Credit Card","Credit Card Payments","WS Credit Card",0.00$,0.00$,0.00$
"Apr 2023","Monthly: Amroth House","Monthly","Amroth House",0.00$,0.00$,0.00$
"Apr 2023","Monthly: Internet","Monthly","Internet",60.00$,-62.15$,1.50$
"Apr 2023","Monthly: Cellphone","Monthly","Cellphone",95.00$,-109.62$,1.25$
"Apr 2023","Monthly: Groceries","Monthly","Groceries",565.00$,-691.49$,-21.77$
"Apr 2023","Monthly: Daycare","Monthly","Daycare",0.00$,0.00$,0.00$
"Apr 2023","Monthly: Life Insurance","Monthly","Life Insurance",0.00$,0.00$,0.00$
"Apr 2023","Cumulative: Fees","Cumulative","Fees",110.00$,-136.10$,4.48$
"Apr 2023","Cumulative: Progeny","Cumulative","Progeny",0.00$,0.00$,0.00$
"Apr 2023","Cumulative: Books & Education","Cumulative","Books & Education",65.00$,-170.06$,-104.85$
"Apr 2023","Cumulative: Miscellaneous","Cumulative","Miscellaneous",20.00$,0.00$,40.00$
"Apr 2023","Cumulative: Car","Cumulative","Car",350.00$,-207.54$,426.53$
"Apr 2023","Cumulative: Health & Pharmacy","Cumulative","Health & Pharmacy",0.00$,0.00$,0.00$
"Apr 2023","Cumulative: Clothes","Cumulative","Clothes",200.00$,-52.20$,180.53$
"Apr 2023","Cumulative: Eating Out","Cumulative","Eating Out",55.00$,-78.45$,-0.92$
"Apr 2023","Cumulative: Fun, Dates & Hobbies","Cumulative","Fun, Dates & Hobbies",145.00$,-160.43$,1.75$
"Apr 2023","Cumulative: Gifts","Cumulative","Gifts",150.00$,-6.29$,653.82$
"Apr 2023","Cumulative: Exercise","Cumulative","Exercise",100.00$,0.00$,212.08$
"Apr 2023","Cumulative: Home Improvement","Cumulative","Home Improvement",220.00$,-201.65$,83.38$
"Apr 2023","Cumulative: Public Transportation","Cumulative","Public Transportation",50.00$,-120.00$,-20.00$
"Apr 2023","Cumulative: Bike","Cumulative","Bike",20.00$,-45.18$,103.45$
"Apr 2023","Cumulative: Special Splurge","Cumulative","Special Splurge",0.00$,0.00$,0.00$
"Apr 2023","Cumulative: Tim's Choice","Cumulative","Tim's Choice",85.00$,-244.91$,359.61$
"Apr 2023","Cumulative: Vivian's Choice","Cumulative","Vivian's Choice",85.00$,0.00$,346.91$
"Apr 2023","Cumulative: Weddings","Cumulative","Weddings",25.00$,0.00$,202.89$
"Apr 2023","Cumulative: Travel","Cumulative","Travel",0.00$,-153.33$,4419.63$
"Apr 2023","Tax Deductible: Koala Budget","Tax Deductible","Koala Budget",0.00$,0.00$,0.00$
"Apr 2023","Tax Deductible: Timmy's Work","Tax Deductible","Timmy's Work",3500.00$,-3522.61$,-20.25$
"Apr 2023","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work",130.00$,-145.22$,-15.22$
"Apr 2023","Tax Deductible: Medical","Tax Deductible","Medical",605.00$,-776.13$,0.23$
"Apr 2023","Tax Deductible: God's Money","Tax Deductible","God's Money",540.00$,-226.00$,656.00$
"Apr 2023","Savings: RESP","Savings","RESP",0.00$,0.00$,0.00$
"Apr 2023","Savings: Retirement","Savings","Retirement",0.00$,0.00$,0.00$
"Apr 2023","Savings: Emergency Fund","Savings","Emergency Fund",0.00$,0.00$,9395.00$
"Apr 2023","Savings: House","Savings","House",140.00$,0.00$,62774.96$
"Apr 2023","Savings: Investment Gain/Loss","Savings","Investment Gain/Loss",-1928.00$,1928.00$,0.00$
"Apr 2023","Savings: Savings Expenses","Savings","Savings Expenses",0.00$,0.00$,0.00$
"Apr 2023","Hidden Categories: Rent","Hidden Categories","Rent",1650.00$,-1633.92$,20.56$
"Apr 2023","Hidden Categories: Hydro","Hidden Categories","Hydro",90.00$,-78.94$,13.34$
"Apr 2023","Hidden Categories: Moving & Home Setup","Hidden Categories","Moving & Home Setup",0.00$,0.00$,0.00$
"Apr 2023","Hidden Categories: Alcohol","Hidden Categories","Alcohol",50.00$,-63.50$,5.26$
"Apr 2023","Hidden Categories: Vivian COGS","Hidden Categories","Vivian COGS",0.00$,0.00$,0.00$
"Apr 2023","Hidden Categories: Income Tax and HST","Hidden Categories","Income Tax and HST",2350.00$,-2512.19$,1237.81$
"Apr 2023","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund",-380.00$,0.00$,236.03$
"Apr 2023","Hidden Categories: Publishing","Hidden Categories","Publishing",0.00$,-90.00$,6429.31$
"Apr 2023","Hidden Categories: Tuition","Hidden Categories","Tuition",0.00$,0.00$,0.00$
"May 2023","Credit Card Payments: Credit Card (TG)","Credit Card Payments","Credit Card (TG)",0.00$,636.53$,1933.19$
"May 2023","Credit Card Payments: Reconcile account","Credit Card Payments","Reconcile account",0.00$,0.00$,0.00$
"May 2023","Credit Card Payments: BBC Visa","Credit Card Payments","BBC Visa",0.00$,-1693.00$,124.13$
"May 2023","Credit Card Payments: TD Travel Visa","Credit Card Payments","TD Travel Visa",0.00$,0.00$,0.00$
